CustomerID,Title,GivenName,MiddleInitial,Surname,CreditCardType,Occupation,Gender,Age,Location,MotorInsurance,MotorValue,MotorType,HealthInsurance,HealthType,HealthDependentsAdults,HealthDependentsKids,TravelInsurance,TravelType
4292,Mr.,Riley,L,Findlay,AMEX,Periodontist,male,21,Urban,Yes,5063,Bundle,No,,,,Yes,Backpacker
4293,Ms.,Harriet,J,Evans,AMEX,,female,44,Rural,Yes,10477,Single,Yes,Level2,0,2,No,
4299,Mr.,Aedan,A,Milne,Visa,,male,47,Rural,Yes,16318,Single,Yes,Level1,0,2,Yes,Standard
4300,Mr.,Ewan,F,Burton,AMEX,Clinical laboratory scientist,male,49,Urban,Yes,37430,Single,No,,,,No,
4304,Dr.,Subhan,A,McMillan,,Documentation specialist,male,49,Rural,Yes,13235,Single,No,,,,Yes,Standard
4305,Ms.,Lily,J,Hope,Visa,Cardiologist,female,21,Urban,Yes,4817,Bundle,Yes,Level1,0,0,Yes,Premium
4310,Mr.,Luca,M,Lawson,AMEX,Assignment clerk,male,66,Urban,No,,,Yes,Level3,0,0,Yes,Senior
4314,Mr.,Tyler,M,McKenzie,AMEX,,male,47,Urban,Yes,12858,Single,Yes,Level2,1,2,No,
4317,Mrs.,Willow,R,Johnstone,Visa,,female,48,Urban,Yes,35483,Single,No,,,,Yes,Standard
4321,Mr.,Cayden,L,Ferguson,AMEX,Farm equipment mechanic,male,23,Urban,No,,,No,,,,No,
4325,Mr.,Harry,E,Hardy,Visa,Purchasing agent,male,18,Urban,No,,,No,,,,Yes,Standard
4334,Mr.,Nathan,I,Rowe,Visa,,male,18,Urban,Yes,31963,Bundle,No,,,,Yes,Business
4336,Mrs.,Elise,J,Lamb,,Textile knitting and weaving machine tender,female,50,Urban,No,,,Yes,Level2,1,3,No,
4339,Mr.,Adrian,M,Macleod,Visa,Chemical plant and system operator,male,52,Rural,No,,,Yes,Level2,1,3,Yes,Standard
4357,Mrs.,Amy,M,Barry,AMEX,,female,21,Urban,No,,,Yes,Level1,0,0,Yes,Premium
4358,Ms.,Sophie,J,Gardner,Visa,Electronic publisher,female,25,Urban,No,,,No,,,,Yes,Premium
4361,Mrs.,Amelie,C,Ferguson,AMEX,,female,20,Rural,Yes,4810,Bundle,Yes,Level1,0,0,Yes,Premium
4363,Mr.,Corey,E,Butler,,Assistant editor,male,47,Rural,Yes,34568,Single,Yes,Level2,1,3,No,
4365,Mr.,Matthew,G,Rahman,AMEX,Staff manager,male,48,Urban,Yes,25948,Single,Yes,Level2,0,3,Yes,Premium
4369,Ms.,Eve,J,Wallace,Visa,,female,48,Rural,Yes,15158,Single,Yes,Level2,0,2,No,
4370,Mrs.,Katherine,D,Johnson,AMEX,Recreational vehicle service technician,female,21,Urban,No,,,No,,,,Yes,Backpacker
4377,Mr.,Patrick,B,Gibson,Visa,Defense attorney,male,53,Urban,Yes,36507,Single,Yes,Level2,1,2,No,
4379,Ms.,Emilia,R,King,AMEX,,female,45,Urban,Yes,41708,Single,Yes,Level2,2,3,No,
4386,Mrs.,Amiee,S,Cunningham,,Agronomist,female,54,Urban,Yes,34186,Bundle,Yes,Level3,1,3,No,
4388,Mr.,William,S,Jarvis,AMEX,Milling and planing machine setter,male,20,Urban,Yes,23586,Bundle,No,,,,Yes,Business
4390,Ms.,Zara,J,Clements,AMEX,Oceanographer,female,21,Urban,No,,,Yes,Level1,0,0,Yes,Premium
4396,Mrs.,Rose,C,Reid,AMEX,Apartment rental agent,female,57,Rural,Yes,15841,Single,Yes,Level3,0,2,No,
4405,Mr.,Nico,J,McIntosh,Visa,Server,male,22,Rural,Yes,20739,Single,No,,,,Yes,Premium
4407,Mr.,Shane,K,Gibson,AMEX,Technologist,male,43,Urban,Yes,34876,Single,No,,,,No,
4408,Mr.,Elliot,R,Johnston,AMEX,,male,46,Rural,Yes,9618,Single,Yes,Level2,1,2,No,
4411,Ms.,Tamzin,K,Gray,,,female,18,Rural,Yes,21449,Bundle,No,,,,Yes,Business
4414,Mr.,Ahmad,M,Gray,AMEX,Record center clerk,male,48,Urban,Yes,36508,Bundle,No,,,,Yes,Business
4417,Mrs.,Maddison,C,Mistry,AMEX,,female,24,Urban,Yes,4666,Bundle,No,,,,Yes,Premium
4418,Mr.,Henry,A,Harrison,Visa,Construction electrician,male,48,Urban,Yes,40483,Single,Yes,Level2,2,3,No,
4422,Mr.,Aston,E,McKay,Visa,Actuarie,male,48,Rural,No,,,Yes,Level1,1,2,No,
4432,Mr.,Aaron,N,Hughes,Visa,Safety technician,male,53,Urban,Yes,29985,Bundle,Yes,Level1,1,2,Yes,Standard
4435,Ms.,Amber,T,May,AMEX,Photogrammetrist,female,18,Rural,No,,,No,,,,No,
4436,Mrs.,Leigha,T,Martin,AMEX,Title searcher,female,47,Urban,Yes,32750,Single,Yes,Level2,1,2,No,
4450,Mr.,Marc,E,Ferguson,,Baker,male,48,Urban,Yes,28699,Single,Yes,Level2,0,2,Yes,Business
4456,Mr.,Max,H,Manning,AMEX,Research chef,male,24,Urban,Yes,30380,Bundle,No,,,,Yes,Business
4460,Mr.,Luke,L,Thornton,AMEX,Construction manager,male,51,Rural,Yes,8539,Single,Yes,Level2,2,3,Yes,Premium
4465,Mr.,Damian,D,McIntyre,Visa,Real estate broker,male,67,Rural,Yes,33329,Single,Yes,Level3,0,0,Yes,Senior
4478,Mr.,Henry,E,Russell,,Library clerk,male,48,Urban,Yes,31755,Single,Yes,Level1,1,3,No,
4483,Mr.,Ethan,M,Carter,Visa,Gerontology aide,male,18,Urban,No,,,No,,,,Yes,Premium
4485,Ms.,Lillian,L,Hunter,Visa,,female,19,Urban,No,,,No,,,,Yes,Premium
4489,Mr.,Greg,A,Ritchie,,,male,46,Urban,Yes,36672,Single,Yes,Level2,1,2,No,
4497,Mrs.,Sophie,M,Cartwright,AMEX,Passenger rate clerk,female,49,Rural,Yes,9902,Single,Yes,Level2,2,2,Yes,Standard
4501,Ms.,Evelyn,B,Milne,AMEX,Graphic artist,female,42,Urban,Yes,33024,Single,Yes,Level2,2,3,Yes,Standard
4502,Mr.,Keiran,B,Cameron,Visa,Employer relations representative,male,53,Urban,Yes,33050,Single,Yes,Level1,1,2,No,
4503,Mrs.,Emilie,J,Mackenzie,Visa,Design printing machine operator,female,46,Rural,Yes,11721,Single,No,,,,No,
4511,Mr.,Connor,S,Gough,Visa,CT technologist,male,48,Rural,Yes,16488,Single,Yes,Level2,1,3,Yes,Premium
4512,Ms.,Andi,G,Kelly,Visa,,female,43,Urban,Yes,28013,Single,Yes,Level2,2,2,No,
4514,Mrs.,Karly,P,Gibson,Visa,Cosmetologist,female,46,Rural,Yes,13201,Single,Yes,Level2,2,3,Yes,Standard
4523,Mr.,Conner,C,Murphy,Visa,,male,20,Urban,Yes,5056,Bundle,Yes,Level3,2,0,No,
4527,Ms.,Millie,T,Farrell,AMEX,Computer control operator,female,42,Urban,Yes,40229,Single,Yes,Level3,1,2,No,
4528,Ms.,Charlotte,R,Wilkinson,,Film and video editor,female,49,Rural,Yes,31758,Single,No,,,,No,
4530,Ms.,Sophia,A,Humphries,AMEX,Commodities trader,female,19,Rural,Yes,28258,Bundle,Yes,Level1,0,0,No,
4535,Mr.,Brandon,Y,Savage,Visa,,male,49,Urban,Yes,33753,Single,Yes,Level2,1,3,Yes,Business
4549,Mrs.,India,K,Hay,Visa,Qualified members of the engine department,female,48,Rural,Yes,17261,Single,Yes,Level3,1,2,Yes,Business
4550,Mr.,Lloyd,M,Douglas,,Field technician,male,50,Urban,Yes,34392,Single,Yes,Level3,1,2,Yes,Business
4562,Mr.,Sean,T,Coates,AMEX,,male,20,Urban,Yes,26291,Bundle,No,,,,Yes,Standard
4567,Ms.,Codi,D,Fleming,,,female,65,Rural,No,,,Yes,Level2,1,0,No,
4569,Mr.,Ronan,D,Morrison,AMEX,,male,21,Urban,Yes,5354,Bundle,No,,,,No,
4570,Ms.,Alicia,M,Stevenson,Visa,Digital image processor,female,45,Urban,Yes,39726,Single,No,,,,Yes,Business
4572,Mrs.,Brianna,S,Wallace,Visa,,female,18,Urban,Yes,5022,Bundle,No,,,,Yes,Backpacker
4576,Mr.,Olivier,N,Gray,Visa,Group exercise instructor,male,48,Urban,Yes,31557,Single,Yes,Level2,0,3,No,
4581,Mr.,Samuel,E,Ingram,AMEX,,male,20,Rural,Yes,26547,Bundle,No,,,,Yes,Business
4583,Mrs.,Isabelle,H,Middleton,Visa,,female,50,Urban,Yes,11941,Single,No,,,,No,
4587,Ms.,Kate,R,Abbott,Visa,Drywall installer,female,47,Urban,Yes,31877,Single,Yes,Level2,0,2,No,
4590,Mr.,Hayden,G,Anderson,Visa,Stock trader,male,53,Rural,Yes,15924,Single,Yes,Level2,0,2,No,
4593,Ms.,Ameera,B,Boyle,,Foot doctor,female,54,Urban,Yes,32836,Single,Yes,Level2,0,2,Yes,Standard
4596,Mr.,Kelvin,A,Bruce,AMEX,Foreign language translator,male,18,Urban,Yes,28478,Bundle,No,,,,Yes,Backpacker
4597,Ms.,Chantelle,J,Milne,AMEX,,female,48,Urban,Yes,35722,Single,Yes,Level1,1,3,No,
4599,Mr.,Leland,M,Morrison,AMEX,Front desk clerk,male,21,Urban,No,,,No,,,,No,
4624,Mr.,Connor,N,Bray,AMEX,Network administrator,male,43,Rural,Yes,17612,Single,Yes,Level1,2,2,No,
4626,Dr.,Amber,C,White,,,female,52,Rural,Yes,14494,Single,Yes,Level2,1,3,Yes,Standard
4634,Ms.,Libby,S,Collier,,Promotions specialist,female,52,Rural,Yes,13089,Single,Yes,Level2,1,2,No,
4636,Mr.,Edward,N,Morris,Visa,Civil service clerk,male,42,Urban,Yes,31227,Bundle,Yes,Level2,1,2,No,
4643,Ms.,Shannon,E,Smith,AMEX,,female,44,Urban,No,,,Yes,Level3,0,2,No,
4651,Mr.,Forbes,T,Forbes,AMEX,,male,18,Urban,No,,,No,,,,No,
4658,Mr.,Michael,D,Whittaker,Visa,Logistician,male,49,Rural,Yes,18230,Single,Yes,Level2,2,3,No,
4659,Mrs.,Lily,H,Dixon,AMEX,Airframe mechanic,female,18,Rural,Yes,5252,Bundle,No,,,,Yes,Premium
4672,Mr.,Kieron,Z,Hughes,AMEX,,male,47,Urban,Yes,30721,Single,Yes,Level2,1,3,No,
4679,Dr.,Gracie,D,Gill,AMEX,,female,40,Urban,No,,,Yes,Level1,1,2,Yes,Backpacker
4689,Ms.,Isobel,L,Lane,Visa,Gaming change person,female,22,Urban,Yes,4902,Bundle,No,,,,No,
4693,Dr.,Rachel,J,Joyce,AMEX,Conservation technician,female,19,Urban,Yes,5135,Bundle,No,,,,No,
4694,Mr.,Dominic,M,Finch,,Content editor,male,20,Urban,Yes,20870,Bundle,No,,,,Yes,Premium
4697,Mr.,Oliver,S,Stevens,Visa,,male,21,Urban,Yes,20727,Bundle,Yes,Level1,0,0,Yes,Standard
4700,Mrs.,Louise,W,Hussain,AMEX,Electronic equipment repairer,female,19,Urban,Yes,31581,Bundle,Yes,Level1,0,0,No,
4704,Mr.,Sebastian,A,Dickson,AMEX,,male,41,Rural,Yes,17299,Single,Yes,Level2,1,2,No,
4712,Mrs.,Rachel,J,Gardiner,Visa,Pathologist,female,21,Rural,No,,,Yes,Level1,0,0,Yes,Premium
4713,Mrs.,Scarlett,J,Douglas,AMEX,Plant manager,female,66,Rural,No,,,Yes,Level3,1,0,Yes,Standard
4714,Ms.,Amber,A,Price,AMEX,Ultrasound technologist,female,51,Urban,Yes,31389,Single,Yes,Level2,1,2,Yes,Standard
4716,Mr.,Thomas,B,Horton,AMEX,Industrial economist,male,19,Rural,Yes,26267,Bundle,No,,,,Yes,Business
4724,Ms.,Eva,J,Hale,Visa,Automotive mechanic,female,43,Rural,Yes,32221,Single,Yes,Level3,1,2,Yes,Standard
4730,Mrs.,Catherine,C,Boyle,,Meter reader,female,41,Urban,Yes,29788,Single,No,,,,No,
4737,Mr.,Jak,M,McMillan,AMEX,Ratings analyst,male,45,Rural,Yes,11661,Single,Yes,Level2,1,3,No,
4748,Mrs.,Teagan,R,Macleod,Visa,Stucco mason,female,43,Urban,Yes,31671,Single,Yes,Level1,0,3,No,
4756,Mr.,Sean,A,Ross,Visa,Erector,male,47,Rural,Yes,17295,Bundle,Yes,Level3,1,2,No,
4758,Ms.,Rebecca,E,Allen,Visa,,female,64,Urban,Yes,27421,Single,Yes,Level3,0,0,Yes,Senior
4764,Ms.,Addison,P,Johnston,Visa,Laboratory animal technologist,female,72,Urban,No,,,Yes,Level3,0,0,No,
4766,Ms.,Erin,B,Watts,AMEX,Operating engineer,female,51,Rural,Yes,33807,Single,No,,,,Yes,Business
4771,Mr.,Edward,M,Dickinson,Visa,Teletype operator,male,73,Rural,No,,,Yes,Level1,0,0,No,
4783,Mr.,Max,S,Ali,AMEX,Addictions nurse,male,45,Urban,Yes,27587,Single,Yes,Level2,1,2,No,
4785,Ms.,Constance,T,McKay,,High school counselor,female,20,Urban,Yes,20855,Bundle,No,,,,Yes,Backpacker
4786,Mr.,Spencer,Z,Law,,Certified pest control applicator,male,48,Urban,Yes,42926,Single,Yes,Level1,1,3,No,
4791,Mr.,Zain,K,Christie,,,male,67,Rural,Yes,34578,Bundle,Yes,Level1,0,0,Yes,Standard
4800,Ms.,Eilidh,A,Hughes,Visa,Semiconductor processing technician,female,20,Rural,Yes,4775,Bundle,No,,,,Yes,Backpacker
4808,Mrs.,Jasmin,N,Munro,Visa,,female,24,Urban,Yes,21775,Bundle,No,,,,Yes,Premium
4811,Mr.,Jacob,E,Gardner,Visa,Crossing guard,male,19,Urban,No,,,No,,,,Yes,Backpacker
4812,Mr.,Max,L,Gallagher,Visa,,male,47,Rural,No,,,No,,,,No,
4813,Mr.,Ryan,P,Alexander,AMEX,Network and computer systems administrator,male,20,Rural,Yes,25376,Bundle,No,,,,Yes,Premium
4822,Mr.,Adam,E,Sanderson,,,male,47,Urban,Yes,31261,Single,Yes,Level3,1,3,Yes,Standard
4827,Dr.,Victoria,A,Willis,,Power plant distributor,female,18,Urban,Yes,17740,Bundle,Yes,Level2,0,0,No,
4837,Ms.,Carly,D,McIntosh,AMEX,Ophthalmologic sonographer,female,52,Urban,Yes,16740,Single,Yes,Level2,0,3,No,
4841,Mr.,Jayden,A,Kelly,Visa,,male,72,Rural,Yes,28539,Single,No,,,,No,
4851,Mrs.,Mia,H,Middleton,Visa,Convention planner,female,49,Urban,Yes,19744,Single,Yes,Level2,2,2,Yes,Business
4857,Mr.,Jayden,A,Simpson,AMEX,,male,52,Rural,No,,,No,,,,No,
4862,Dr.,Filip,S,Christie,Visa,,male,74,Rural,No,,,Yes,Level3,1,0,Yes,Business
4866,Mrs.,Cailyn,B,Smith,Visa,Medical social worker,female,43,Urban,Yes,31163,Single,Yes,Level1,1,3,Yes,Business
4874,Ms.,Sarah,K,Iqbal,,,female,45,Urban,Yes,22418,Single,Yes,Level1,1,3,No,
4879,Ms.,Brooke,J,Bates,Visa,,female,18,Urban,No,,,No,,,,Yes,Backpacker
4882,Mrs.,Katie,A,Simpson,,Microbiology technologist,female,45,Urban,Yes,34497,Single,Yes,Level1,1,3,No,
4886,Ms.,Evelyn,W,Allan,Visa,Personal and home care aide,female,50,Urban,Yes,30143,Single,No,,,,Yes,Standard
4893,Mr.,Ethan,O,Ellis,AMEX,,male,48,Urban,Yes,19142,Single,Yes,Level2,0,3,No,
4894,Ms.,Ella,C,Barton,AMEX,Slaughterer,female,21,Urban,Yes,4869,Bundle,Yes,Level1,0,0,Yes,Premium
4897,Mr.,Marco,K,McIntyre,,Masseuse,male,48,Urban,No,,,Yes,Level2,1,2,Yes,Business
4911,Mr.,Toby,N,Rowe,Visa,Electronics repairer,male,46,Rural,Yes,16890,Single,No,,,,Yes,Business
4914,Mr.,Joseph,E,Chambers,Visa,Econometrician,male,52,Rural,Yes,8987,Single,No,,,,No,
4922,Mr.,Mohammed,H,Simpson,AMEX,,male,52,Rural,Yes,16064,Single,Yes,Level2,1,3,No,
4925,Mrs.,Bonnie,H,Jones,,,female,48,Urban,No,,,Yes,Level1,1,3,No,
4927,Mr.,Oliver,A,Robson,,,male,73,Urban,Yes,24627,Bundle,Yes,Level2,0,0,Yes,Senior
4940,Mr.,Louis,M,Cameron,,Merchandise window trimmer,male,45,Urban,Yes,37457,Single,Yes,Level2,1,2,No,
4943,Mr.,Isaac,E,Hart,Visa,Funeral attendant,male,50,Urban,Yes,15693,Single,Yes,Level2,2,3,Yes,Standard
4953,Mr.,Izaak,M,Christie,Visa,Refuge manager,male,42,Urban,Yes,35936,Single,Yes,Level3,0,2,No,
4957,Mr.,Sebastian,K,Chandler,Visa,Instructional coach,male,47,Urban,Yes,18217,Single,Yes,Level2,0,2,No,
4964,Dr.,Jodie,M,Hopkins,Visa,Claims examiner,female,47,Rural,Yes,17426,Single,No,,,,No,
4973,Mrs.,Holly,Z,Tomlinson,AMEX,Adjuster,female,21,Urban,Yes,30351,Bundle,No,,,,Yes,Business
4982,Mrs.,Ellie,O,Humphreys,,County court judge,female,20,Rural,Yes,24838,Bundle,Yes,Level2,0,0,Yes,Backpacker
4983,Mr.,Baillie,A,McIntyre,Visa,,male,49,Rural,Yes,15940,Single,Yes,Level2,0,2,No,
4992,Mrs.,Georgina,E,Burns,Visa,Landscape designer,female,47,Urban,Yes,13414,Single,Yes,Level1,1,2,No,
4993,Ms.,Naomi,L,Joyce,Visa,,female,46,Urban,Yes,15459,Single,Yes,Level1,0,2,No,
4996,Ms.,Alexis,F,Murphy,AMEX,,female,20,Urban,Yes,5037,Bundle,No,,,,Yes,Premium
4998,Mr.,Corey,R,Sinclair,Visa,Marriage and family therapist,male,46,Rural,Yes,8480,Single,No,,,,No,
5000,Mr.,Chris,J,Campbell,AMEX,Physician assistant,male,42,Urban,Yes,39383,Single,Yes,Level3,1,3,Yes,Premium
5006,Mrs.,Aleisha,R,McIntyre,Visa,Operating room technician,female,20,Rural,Yes,13492,Bundle,No,,,,Yes,Premium
5013,Mrs.,Codi,K,Donaldson,,Airport tower controller,female,53,Rural,No,,,Yes,Level2,0,2,No,
5016,Mrs.,Tia,B,Hughes,Visa,,female,44,Urban,Yes,33275,Single,Yes,Level2,1,3,No,
5022,Mr.,Calvin,S,Mackenzie,AMEX,,male,21,Urban,Yes,22660,Bundle,No,,,,No,
5024,Mr.,Elliot,O,Abbott,AMEX,Poultry scientist,male,19,Urban,Yes,26969,Single,Yes,Level2,0,0,Yes,Backpacker
5028,Mr.,Hayden,K,Cameron,AMEX,Economist,male,46,Urban,No,,,Yes,Level2,1,2,Yes,Standard
5032,Mr.,Paul,T,Cunningham,Visa,,male,48,Rural,No,,,Yes,Level2,0,2,No,
5034,Mrs.,Iris,L,Walker,,Archaeologist,female,48,Rural,Yes,11816,Single,No,,,,No,
5035,Ms.,Eloise,A,Cole,AMEX,Airframe mechanic,female,49,Urban,Yes,17675,Single,Yes,Level2,1,2,Yes,Business
5044,Mr.,Nathan,M,Stevens,Visa,,male,20,Urban,Yes,30638,Single,No,,,,Yes,Backpacker
5051,Ms.,Eleanor,J,Swift,AMEX,Wildlife biologist,female,48,Rural,Yes,33336,Single,No,,,,Yes,Premium
5055,Mr.,Lawrence,A,McKenzie,AMEX,Short haul or local truck driver,male,47,Urban,Yes,37111,Single,Yes,Level2,1,2,Yes,Standard
5056,Mr.,Cameron,S,French,AMEX,Landscape contractor,male,46,Urban,Yes,34424,Single,Yes,Level2,0,2,Yes,Business
5059,Ms.,Sophie,B,Scott,Visa,Clinical manager,female,48,Rural,Yes,14600,Single,Yes,Level1,0,3,No,
5060,Ms.,Teigan,C,McLean,Visa,Mechanical door repairer,female,48,Rural,Yes,31219,Single,Yes,Level1,0,2,Yes,Business
5062,Mr.,Ruaridh,D,Burns,,Construction electrician,male,47,Urban,Yes,40463,Single,Yes,Level3,1,2,No,
5063,Mr.,Jaiden,K,McIntosh,,Environmental scientist,male,18,Rural,Yes,23828,Bundle,No,,,,No,
5064,Mr.,Joey,A,McKenzie,,Polisher,male,68,Rural,Yes,27872,Single,Yes,Level3,0,0,Yes,Senior
5066,Ms.,Courtney,E,Lamb,AMEX,Library assistant,female,47,Rural,Yes,35080,Single,Yes,Level2,1,3,No,
5070,Ms.,Sophie,L,Kaur,AMEX,,female,19,Urban,No,,,No,,,,Yes,Premium
5072,Ms.,Zara,O,Kelly,AMEX,,female,47,Urban,Yes,39743,Single,No,,,,No,
5077,Mr.,Calum,B,Martin,AMEX,Political geographer,male,45,Urban,Yes,22910,Single,Yes,Level2,1,2,No,
5078,Mr.,Rhys,E,Osborne,AMEX,Automotive body repairer,male,47,Urban,Yes,23904,Single,No,,,,Yes,Standard
5085,Mrs.,Madeline,M,Wilson,Visa,Psychiatric technician,female,20,Urban,No,,,No,,,,Yes,Backpacker
5086,Ms.,Molly,A,Gregory,Visa,,female,39,Urban,Yes,31492,Single,Yes,Level1,1,2,Yes,Business
5091,Ms.,Karolina,M,Reilly,AMEX,Industrial millwright,female,47,Urban,Yes,36186,Single,Yes,Level3,0,3,Yes,Standard
5107,Mr.,Lee,A,Mackenzie,Visa,Clerical assistant,male,49,Urban,Yes,17382,Single,Yes,Level1,2,3,No,
5110,Ms.,Tilly,J,Whittaker,Visa,Junior high school teacher,female,50,Rural,No,,,Yes,Level2,1,2,No,
5118,Ms.,Kacey,G,Smith,AMEX,,female,49,Urban,Yes,35521,Bundle,Yes,Level3,1,2,No,
5119,Mr.,Scott,T,Forster,Visa,,male,49,Urban,Yes,39351,Single,Yes,Level2,1,3,No,
5120,Mr.,Kyle,E,Morrison,AMEX,,male,49,Urban,No,,,Yes,Level2,1,3,Yes,Business
5123,Mr.,Harvey,F,Allan,AMEX,Chemist,male,43,Urban,Yes,31081,Single,Yes,Level2,0,3,No,
5129,Mrs.,Anna,C,Brennan,Visa,,female,20,Urban,Yes,28516,Bundle,No,,,,Yes,Premium
5144,Mr.,Elijah,H,Ritchie,Visa,Short haul or local truck driver,male,44,Rural,No,,,No,,,,Yes,Standard
5152,Mr.,Isaac,I,Hewitt,AMEX,,male,67,Urban,No,,,Yes,Level3,0,0,Yes,Senior
5156,Ms.,Lily,J,Barton,,,female,59,Urban,Yes,27062,Single,Yes,Level3,1,0,No,
5169,Mrs.,Eleanor,D,Bennett,AMEX,Medical laboratory technician,female,18,Rural,Yes,30271,Bundle,No,,,,Yes,Premium
5176,Mrs.,Rebecca,P,Milne,Visa,,female,51,Urban,Yes,10999,Single,Yes,Level1,0,3,Yes,Standard
5177,Mr.,Billy,C,Riley,Visa,En route controller,male,52,Rural,Yes,16622,Single,Yes,Level2,0,2,No,
5179,Mr.,Russell,C,Shaw,Visa,Dipper,male,47,Rural,Yes,11277,Single,No,,,,No,
5189,Mr.,Joseph,J,Taylor,,,male,50,Urban,Yes,32673,Single,Yes,Level3,2,2,No,
